   1.4105846774193549e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.4113397291558276e+00	   1.6772674909080736e-03	   0.0000000000000000e+00	
   1.4120927854568581e+00	   3.3563296197981580e-03	   0.0000000000000000e+00	
   1.4128438431232697e+00	   5.0371840114467924e-03	   0.0000000000000000e+00	
   1.4135928989587159e+00	   6.7198282855612350e-03	   0.0000000000000000e+00	
   1.4143399497696858e+00	   8.4042600567828269e-03	   0.0000000000000000e+00	
   1.4150849923655124e+00	   1.0090476934690371e-02	   0.0000000000000000e+00	
   1.4158280235583804e+00	   1.1778476523803547e-02	   0.0000000000000000e+00	
   1.4165690401633333e+00	   1.3468256423586277e-02	   0.0000000000000000e+00	
   1.4173080389982808e+00	   1.5159814228450173e-02	   0.0000000000000000e+00	
   1.4180450168840066e+00	   1.6853147527757947e-02	   0.0000000000000000e+00	
   1.4187799706441759e+00	   1.8548253905826841e-02	   0.0000000000000000e+00	
   1.4195128971053428e+00	   2.0245130941932071e-02	   0.0000000000000000e+00	
   1.4202437930969583e+00	   2.1943776210310323e-02	   0.0000000000000000e+00	
   1.4209726554513757e+00	   2.3644187280163143e-02	   0.0000000000000000e+00	
   1.4216994810038621e+00	   2.5346361715660508e-02	   0.0000000000000000e+00	
   1.4224242665926017e+00	   2.7050297075944231e-02	   0.0000000000000000e+00	
   1.4231470090587053e+00	   2.8755990915131504e-02	   0.0000000000000000e+00	
   1.4238677052462183e+00	   3.0463440782318420e-02	   0.0000000000000000e+00	
   1.4245863520021269e+00	   3.2172644221583446e-02	   0.0000000000000000e+00	
   1.4253029461763664e+00	   3.3883598771991014e-02	   0.0000000000000000e+00	
   1.4260174846218274e+00	   3.5596301967594980e-02	   0.0000000000000000e+00	
   1.4267299641943660e+00	   3.7310751337442306e-02	   0.0000000000000000e+00	
   1.4274403817528076e+00	   3.9026944405576448e-02	   0.0000000000000000e+00	
   1.4281487341589578e+00	   4.0744878691041132e-02	   0.0000000000000000e+00	
   1.4288550182776067e+00	   4.2464551707883755e-02	   0.0000000000000000e+00	
   1.4295592309765393e+00	   4.4185960965159074e-02	   0.0000000000000000e+00	
   1.4302613691265409e+00	   4.5909103966932839e-02	   0.0000000000000000e+00	
   1.4309614296014055e+00	   4.7633978212285322e-02	   0.0000000000000000e+00	
   1.4316594092779422e+00	   4.9360581195314994e-02	   0.0000000000000000e+00	
   1.4323553050359845e+00	   5.1088910405142192e-02	   0.0000000000000000e+00	
   1.4330491137583958e+00	   5.2818963325912710e-02	   0.0000000000000000e+00	
   1.4337408323310772e+00	   5.4550737436801458e-02	   0.0000000000000000e+00	
   1.4344304576429763e+00	   5.6284230212016208e-02	   0.0000000000000000e+00	
   1.4351179865860928e+00	   5.8019439120801174e-02	   0.0000000000000000e+00	
   1.4358034160554876e+00	   5.9756361627440795e-02	   0.0000000000000000e+00	
   1.4364867429492880e+00	   6.1494995191263356e-02	   0.0000000000000000e+00	
   1.4371679641686974e+00	   6.3235337266644737e-02	   0.0000000000000000e+00	
   1.4378470766180018e+00	   6.4977385303012142e-02	   0.0000000000000000e+00	
   1.4385240772045762e+00	   6.6721136744847850e-02	   0.0000000000000000e+00	
   1.4391989628388935e+00	   6.8466589031692907e-02	   0.0000000000000000e+00	
   1.4398717304345314e+00	   7.0213739598150873e-02	   0.0000000000000000e+00	
   1.4405423769081789e+00	   7.1962585873891705e-02	   0.0000000000000000e+00	
   1.4412108991796446e+00	   7.3713125283655326e-02	   0.0000000000000000e+00	
   1.4418772941718647e+00	   7.5465355247255728e-02	   0.0000000000000000e+00	
