   1.5258964143426295e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.5268913520287744e+00	   1.8145916068262079e-03	   0.0000000000000000e+00	
   1.5278841304027848e+00	   3.6315480224136374e-03	   0.0000000000000000e+00	
   1.5288747452490814e+00	   5.4508666755760746e-03	   0.0000000000000000e+00	
   1.5298631923551482e+00	   7.2725449884474659e-03	   0.0000000000000000e+00	
   1.5308494675115432e+00	   9.0965803764855788e-03	   0.0000000000000000e+00	
   1.5318335665119072e+00	   1.0922970248475654e-02	   0.0000000000000000e+00	
   1.5328154851529745e+00	   1.2751712006534107e-02	   0.0000000000000000e+00	
   1.5337952192345830e+00	   1.4582803046112204e-02	   0.0000000000000000e+00	
   1.5347727645596838e+00	   1.6416240755999779e-02	   0.0000000000000000e+00	
   1.5357481169343505e+00	   1.8252022518328970e-02	   0.0000000000000000e+00	
   1.5367212721677899e+00	   2.0090145708577922e-02	   0.0000000000000000e+00	
   1.5376922260723522e+00	   2.1930607695574571e-02	   0.0000000000000000e+00	
   1.5386609744635396e+00	   2.3773405841500405e-02	   0.0000000000000000e+00	
   1.5396275131600174e+00	   2.5618537501894228e-02	   0.0000000000000000e+00	
   1.5405918379836232e+00	   2.7466000025655975e-02	   0.0000000000000000e+00	
   1.5415539447593771e+00	   2.9315790755050496e-02	   0.0000000000000000e+00	
   1.5425138293154912e+00	   3.1167907025711393e-02	   0.0000000000000000e+00	
   1.5434714874833799e+00	   3.3022346166644859e-02	   0.0000000000000000e+00	
   1.5444269150976699e+00	   3.4879105500233529e-02	   0.0000000000000000e+00	
   1.5453801079962091e+00	   3.6738182342240321e-02	   0.0000000000000000e+00	
   1.5463310620200774e+00	   3.8599574001812340e-02	   0.0000000000000000e+00	
   1.5472797730135963e+00	   4.0463277781484785e-02	   0.0000000000000000e+00	
   1.5482262368243387e+00	   4.2329290977184776e-02	   0.0000000000000000e+00	
   1.5491704493031384e+00	   4.4197610878235399e-02	   0.0000000000000000e+00	
   1.5501124063041003e+00	   4.6068234767359537e-02	   0.0000000000000000e+00	
   1.5510521036846108e+00	   4.7941159920683839e-02	   0.0000000000000000e+00	
   1.5519895373053461e+00	   4.9816383607742758e-02	   0.0000000000000000e+00	
   1.5529247030302835e+00	   5.1693903091482397e-02	   0.0000000000000000e+00	
   1.5538575967267099e+00	   5.3573715628264615e-02	   0.0000000000000000e+00	
   1.5547882142652336e+00	   5.5455818467870996e-02	   0.0000000000000000e+00	
   1.5557165515197915e+00	   5.7340208853506817e-02	   0.0000000000000000e+00	
   1.5566426043676613e+00	   5.9226884021805162e-02	   0.0000000000000000e+00	
   1.5575663686894694e+00	   6.1115841202830909e-02	   0.0000000000000000e+00	
   1.5584878403692020e+00	   6.3007077620084825e-02	   0.0000000000000000e+00	
   1.5594070152942139e+00	   6.4900590490507629e-02	   0.0000000000000000e+00	
   1.5603238893552396e+00	   6.6796377024484085e-02	   0.0000000000000000e+00	
   1.5612384584464014e+00	   6.8694434425847065e-02	   0.0000000000000000e+00	
